FULL_NAME,DRAFT_YEAR,RET_YEAR,SP,OLDHEAD,MIDDLE,MODERN,GP,PTS,REB,AST,STL,BLK,PPG,RPG,APG,SPG,BPG,FG_PCT,FG3_PCT,FT_PCT,RINGS,FMVP,MVP,ALL_NBA,ALL_STAR,ALL_DEF,ROTY,DPOY,HOF
Darvin Ham,1996,2004,9,0,1,0,417,1139,963.0,229,136,154,2.7,2.3,0.5,0.3,0.4,0.518,0.25,0.494,1,0,0,0,0,0,0,0,0
Eddie Hughes,1987,1989,3,0,1,0,97,296,93.0,159,65,3,3.1,1.0,1.6,0.7,0.0,0.416,0.364,0.692,0,0,0,0,0,0,0,0,0
Ken Charles,1973,1977,5,1,0,0,322,2747,640.0,806,0,0,8.5,2.0,2.5,0.0,0.0,0.441,0.0,0.789,0,0,0,0,0,0,0,0,0
Don Carlson,1946,1950,5,1,0,0,180,1447,15.0,324,0,0,8.0,0.1,1.8,0.0,0.0,0.33,0.0,0.622,2,0,0,0,0,0,0,0,0
Chris Munk,1990,1990,1,0,1,0,11,13,14.0,1,1,2,1.2,1.3,0.1,0.1,0.2,0.429,0.0,0.583,0,0,0,0,0,0,0,0,0
Glenn Mosley,1977,1978,2,1,0,0,32,98,69.0,21,0,0,3.1,2.2,0.7,0.0,0.0,0.409,0.0,0.578,0,0,0,0,0,0,0,0,0
Gene Ollrich,1949,1949,1,1,0,0,14,44,,24,0,0,3.1,0.0,1.7,0.0,0.0,0.236,0.0,0.714,0,0,0,0,0,0,0,0,0
Darius Songaila,2003,2010,8,0,0,1,495,3415,1689.0,589,324,106,6.9,3.4,1.2,0.7,0.2,0.499,0.158,0.844,0,0,0,0,0,0,0,0,0
Pape Sy,2010,2010,1,0,0,1,3,7,3.0,2,1,0,2.3,1.0,0.7,0.3,0.0,0.333,0.0,1.0,0,0,0,0,0,0,0,0,0
Mike Davis,1969,1972,4,1,0,0,204,2189,470.0,365,0,0,10.7,2.3,1.8,0.0,0.0,0.424,0.0,0.772,0,0,0,0,0,0,0,0,0
Greg Whittington,2020,2020,1,0,0,1,4,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
Kenny Walker,1986,1994,9,0,1,0,448,3128,1793.0,299,235,299,7.0,4.0,0.7,0.5,0.7,0.485,0.206,0.749,0,0,0,0,0,0,0,0,0
Art Burris,1950,1951,2,1,0,0,74,187,205.0,54,0,0,2.5,2.8,0.7,0.0,0.0,0.26,0.0,0.627,0,0,0,0,0,0,0,0,0
Myles Powell,2021,2021,1,0,0,1,11,13,6.0,3,1,0,1.2,0.5,0.3,0.1,0.0,0.294,0.167,1.0,0,0,0,0,0,0,0,0,0
Tony Bradley,2017,2022,6,0,0,1,179,792,729.0,90,42,99,4.4,4.1,0.5,0.2,0.6,0.631,0.5,0.681,0,0,0,0,0,0,0,0,0
Scot Pollard,1997,2007,11,0,1,0,506,2222,2351.0,220,299,352,4.4,4.6,0.4,0.6,0.7,0.494,0.0,0.709,0,0,0,0,0,0,0,0,0
Marko Guduric,2019,2019,1,0,0,1,44,173,73.0,45,12,8,3.9,1.7,1.0,0.3,0.2,0.395,0.301,0.923,0,0,0,0,0,0,0,0,0
Tariq Owens,2019,2019,1,0,0,1,3,4,3.0,0,1,0,1.3,1.0,0.0,0.3,0.0,0.2,0.0,1.0,0,0,0,0,0,0,0,0,0
Deividas Sirvydis,2020,2021,2,0,0,1,23,44,35.0,6,5,1,1.9,1.5,0.3,0.2,0.0,0.3,0.314,0.5,0,0,0,0,0,0,0,0,0
Bob Wilson,1951,1951,1,1,0,0,63,236,210.0,108,0,0,3.7,3.3,1.7,0.0,0.0,0.299,0.0,0.578,0,0,0,0,0,0,0,0,0
Elston Turner,1981,1988,8,0,1,0,505,2397,1375.0,914,442,28,4.7,2.7,1.8,0.9,0.1,0.432,0.152,0.714,0,0,0,0,0,0,0,0,0
Lorenzen Wright,1996,2008,13,0,1,0,778,6191,4943.0,622,471,572,8.0,6.4,0.8,0.6,0.7,0.459,0.069,0.645,0,0,0,0,0,0,0,0,0
Josh Childress,2004,2013,10,0,0,1,391,3548,1850.0,609,339,184,9.1,4.7,1.6,0.9,0.5,0.522,0.329,0.779,0,0,0,0,0,0,0,0,0
Ike Anigbogu,2017,2018,2,0,0,1,14,13,12.0,1,1,4,0.9,0.9,0.1,0.1,0.3,0.333,0.0,0.833,0,0,0,0,0,0,0,0,0
Darrell Elston,1976,1976,1,1,0,0,5,5,6.0,2,0,0,1.0,1.2,0.4,0.0,0.0,0.143,0.0,0.5,0,0,0,0,0,0,0,0,0
Cozell McQueen,1986,1986,1,0,1,0,3,6,8.0,0,0,1,2.0,2.7,0.0,0.0,0.3,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0
Jim Fritsche,1953,1954,2,1,0,0,84,326,249.0,77,0,0,3.9,3.0,0.9,0.0,0.0,0.309,0.0,0.738,0,0,0,0,0,0,0,0,0
Bill Robinzine,1975,1981,7,1,0,0,529,5541,3209.0,560,0,0,10.5,6.1,1.1,0.0,0.0,0.482,0.0,0.749,0,0,0,0,0,0,0,0,0
JJ Hickson,2008,2015,8,0,0,1,534,5081,3639.0,449,274,309,9.5,6.8,0.8,0.5,0.6,0.505,0.0,0.617,0,0,0,0,0,0,0,0,0
Stojko Vrankovic,1990,1998,9,0,1,0,170,473,516.0,59,22,179,2.8,3.0,0.3,0.1,1.1,0.477,0.0,0.598,0,0,0,0,0,0,0,0,0
Ibrahim Kutluay,2004,2004,1,0,0,1,5,0,1.0,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
Alvin Jones,2001,2001,1,0,0,1,23,26,36.0,3,3,9,1.1,1.6,0.1,0.1,0.4,0.4,0.0,0.5,0,0,0,0,0,0,0,0,0
Derrick Coleman,1990,2004,15,0,1,0,781,12884,7232.0,1985,606,1051,16.5,9.3,2.5,0.8,1.3,0.447,0.295,0.769,0,0,0,2,1,0,1,0,0
Arnie Johnson,1948,1952,5,1,0,0,332,2888,1272.0,731,0,0,8.7,3.8,2.2,0.0,0.0,0.418,0.0,0.731,1,0,0,0,0,0,0,0,0
Marcus Camby,1996,2012,17,0,1,0,973,9262,9513.0,1837,967,2331,9.5,9.8,1.9,1.0,2.4,0.466,0.205,0.67,0,0,0,0,0,4,0,1,0
Cameron Bairstow,2014,2015,2,0,0,1,36,44,36.0,7,4,4,1.2,1.0,0.2,0.1,0.1,0.296,0.2,0.846,0,0,0,0,0,0,0,0,0
Matt Williams Jr.,2017,2017,1,0,0,1,3,5,1.0,0,0,0,1.7,0.3,0.0,0.0,0.0,0.333,0.2,0.0,0,0,0,0,0,0,0,0,0
Jay Edwards,1989,1989,1,0,1,0,4,7,2.0,4,1,0,1.8,0.5,1.0,0.2,0.0,0.429,0.0,0.333,0,0,0,0,0,0,0,0,0
Amal McCaskill,1996,2003,8,0,1,0,114,204,213.0,36,24,36,1.8,1.9,0.3,0.2,0.3,0.377,0.0,0.609,0,0,0,0,0,0,0,0,0
Etan Thomas,2001,2010,10,0,0,1,409,2341,1927.0,149,128,427,5.7,4.7,0.4,0.3,1.0,0.513,0.0,0.603,0,0,0,0,0,0,0,0,0
Stanley Brundy,1989,1989,1,0,1,0,16,37,26.0,3,6,5,2.3,1.6,0.2,0.4,0.3,0.5,0.0,0.389,0,0,0,0,0,0,0,0,0
Paul Hogue,1962,1963,2,1,0,0,65,409,461.0,48,0,0,6.3,7.1,0.7,0.0,0.0,0.365,0.0,0.448,0,0,0,0,0,0,0,0,0
Richard Coffey,1990,1990,1,0,1,0,52,68,79.0,3,6,4,1.3,1.5,0.1,0.1,0.1,0.373,0.0,0.545,0,0,0,0,0,0,0,0,0
J.R. Henderson,1998,1998,1,0,1,0,30,97,47.0,22,9,4,3.2,1.6,0.7,0.3,0.1,0.365,0.4,0.556,0,0,0,0,0,0,0,0,0
Abdel Nader,2017,2021,5,0,0,1,202,926,376.0,110,76,55,4.6,1.9,0.5,0.4,0.3,0.428,0.357,0.718,0,0,0,0,0,0,0,0,0
Sedric Toney,1985,1993,9,0,1,0,112,409,98.0,235,48,1,3.7,0.9,2.1,0.4,0.0,0.365,0.341,0.781,0,0,0,0,0,0,0,0,0
Tate George,1990,1994,5,0,1,0,177,736,180.0,325,76,11,4.2,1.0,1.8,0.4,0.1,0.414,0.071,0.82,0,0,0,0,0,0,0,0,0
Jalen Rose,1994,2006,13,0,1,0,923,13220,3193.0,3527,729,315,14.3,3.5,3.8,0.8,0.3,0.443,0.355,0.801,0,0,0,0,0,0,0,0,0
Ronnie Price,2005,2016,12,0,0,1,544,2015,658.0,960,424,56,3.7,1.2,1.8,0.8,0.1,0.373,0.302,0.738,0,0,0,0,0,0,0,0,0
Rolando Ferreira,1988,1988,1,0,1,0,12,9,13.0,1,0,1,0.8,1.1,0.1,0.0,0.1,0.056,0.0,0.875,0,0,0,0,0,0,0,0,0
Warren Kidd,1993,1993,1,0,1,0,68,247,233.0,19,19,23,3.6,3.4,0.3,0.3,0.3,0.592,0.0,0.547,0,0,0,0,0,0,0,0,0
Alize Johnson,2018,2022,5,0,0,1,76,189,228.0,32,15,10,2.5,3.0,0.4,0.2,0.1,0.481,0.227,0.711,0,0,0,0,0,0,0,0,0
Josh Akognon,2012,2012,1,0,0,1,3,5,1.0,1,0,0,1.7,0.3,0.3,0.0,0.0,0.5,0.5,0.0,0,0,0,0,0,0,0,0,0
Bobby Wilson,1974,1977,4,1,0,0,143,792,167.0,110,0,0,5.5,1.2,0.8,0.0,0.0,0.426,0.0,0.773,0,0,0,0,0,0,0,0,0
Matthew Hickey,1947,1947,1,1,0,0,1,2,,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0,0,0,0,0,0,0,0,0
Cory Alexander,1995,2004,10,0,1,0,307,1677,481.0,834,263,37,5.5,1.6,2.7,0.9,0.1,0.389,0.354,0.756,0,0,0,0,0,0,0,0,0
Ron Shavlik,1956,1957,2,1,0,0,8,10,23.0,0,0,0,1.2,2.9,0.0,0.0,0.0,0.174,0.0,0.4,0,0,0,0,0,0,0,0,0
Ruben Wolkowyski,2000,2002,3,0,0,1,41,80,47.0,4,6,18,2.0,1.1,0.1,0.1,0.4,0.325,0.0,0.684,0,0,0,0,0,0,0,0,0
Richard Washington,1976,1981,6,1,0,0,351,3456,2204.0,409,0,0,9.8,6.3,1.2,0.0,0.0,0.453,0.0,0.711,0,0,0,0,0,0,0,0,0
Bob Pettit,1954,1964,11,1,0,0,792,20880,12849.0,2369,0,0,26.4,16.2,3.0,0.0,0.0,0.436,0.0,0.761,1,0,2,11,11,0,1,0,1
Don Henriksen,1952,1954,3,1,0,0,138,989,990.0,240,0,0,7.2,7.2,1.7,0.0,0.0,0.384,0.0,0.658,0,0,0,0,0,0,0,0,0
Courtney Fortson,2011,2011,1,0,0,1,10,35,15.0,10,3,0,3.5,1.5,1.0,0.3,0.0,0.344,0.231,0.667,0,0,0,0,0,0,0,0,0
Gene Short,1975,1975,1,1,0,0,34,84,48.0,10,0,0,2.5,1.4,0.3,0.0,0.0,0.352,0.0,0.625,0,0,0,0,0,0,0,0,0
Steven Smith,1991,2004,14,0,1,0,942,13430,3060.0,2922,726,275,14.3,3.2,3.1,0.8,0.3,0.44,0.358,0.845,1,0,0,0,1,0,0,0,0
Jamal Crawford,2000,2019,20,0,0,1,1327,19419,2948.0,4541,1179,271,14.6,2.2,3.4,0.9,0.2,0.41,0.348,0.862,0,0,0,0,0,0,0,0,0
DJ Mbenga,2004,2010,7,0,0,1,234,414,351.0,41,37,141,1.8,1.5,0.2,0.2,0.6,0.47,0.0,0.607,2,0,0,0,0,0,0,0,0
Tony Windis,1959,1959,1,1,0,0,9,36,47.0,32,0,0,4.0,5.2,3.6,0.0,0.0,0.267,0.0,0.667,0,0,0,0,0,0,0,0,0
Greg Oden,2008,2013,6,0,0,1,105,840,656.0,51,40,130,8.0,6.2,0.5,0.4,1.2,0.574,0.0,0.658,0,0,0,0,0,0,0,0,0
Adrian Dantley,1976,1990,15,1,0,0,955,23177,5455.0,2830,0,0,24.3,5.7,3.0,0.0,0.0,0.54,0.0,0.818,0,0,0,2,6,0,1,0,1
Raymond Brown,1989,1989,1,0,1,0,16,16,15.0,4,0,0,1.0,0.9,0.2,0.0,0.0,0.286,0.0,0.0,0,0,0,0,0,0,0,0,0
Vern Hatton,1958,1961,4,1,0,0,225,1244,531.0,310,0,0,5.5,2.4,1.4,0.0,0.0,0.344,0.0,0.735,0,0,0,0,0,0,0,0,0
Uwe Blab,1985,1989,5,0,1,0,235,505,413.0,102,19,85,2.1,1.8,0.4,0.1,0.4,0.433,0.0,0.608,0,0,0,0,0,0,0,0,0
Enes Freedom,2011,2021,11,0,0,1,748,8349,5822.0,638,296,363,11.2,7.8,0.9,0.4,0.5,0.548,0.289,0.777,0,0,0,0,0,0,0,0,0
Clint Richardson,1979,1986,8,0,1,0,586,4084,1378.0,1461,360,105,7.0,2.4,2.5,0.6,0.2,0.463,0.244,0.77,1,0,0,0,0,0,0,0,0
Tyler Lydon,2017,2018,2,0,0,1,26,23,18.0,6,2,0,0.9,0.7,0.2,0.1,0.0,0.5,0.4,0.333,0,0,0,0,0,0,0,0,0
Milos Babic,1990,1991,2,0,1,0,21,37,20.0,10,2,1,1.8,1.0,0.5,0.1,0.0,0.375,0.0,0.65,0,0,0,0,0,0,0,0,0
Eduardo Najera,2000,2011,12,0,0,1,619,3052,2307.0,493,446,231,4.9,3.7,0.8,0.7,0.4,0.481,0.311,0.671,0,0,0,0,0,0,0,0,0
Jim Garvin,1973,1973,1,1,0,0,6,2,5.0,0,0,0,0.3,0.8,0.0,0.0,0.0,0.25,0.0,0.0,0,0,0,0,0,0,0,0,0
Yaroslav Korolev,2005,2006,2,0,0,1,34,39,16.0,13,6,0,1.1,0.5,0.4,0.2,0.0,0.283,0.25,0.625,0,0,0,0,0,0,0,0,0
Bobby Hurley,1993,1997,5,0,1,0,269,1032,283.0,880,120,7,3.8,1.1,3.3,0.4,0.0,0.353,0.272,0.769,0,0,0,0,0,0,0,0,0
Erick Green,2014,2015,2,0,0,1,52,159,37.0,42,13,0,3.1,0.7,0.8,0.2,0.0,0.377,0.288,0.857,0,0,0,0,0,0,0,0,0
Renaldo Major,2006,2006,1,0,0,1,1,5,2.0,0,2,0,5.0,2.0,0.0,2.0,0.0,0.2,0.0,0.5,0,0,0,0,0,0,0,0,0
Rich Jones,1976,1976,1,1,0,0,34,360,194.0,46,0,0,10.6,5.7,1.4,0.0,0.0,0.385,0.0,0.76,0,0,0,0,0,0,0,0,0
Sid Catlett,1971,1971,1,1,0,0,9,6,4.0,1,0,0,0.7,0.4,0.1,0.0,0.0,0.222,0.0,0.222,0,0,0,0,0,0,0,0,0
Charles Jones,1983,1997,15,0,1,0,726,1826,3253.0,623,442,1134,2.5,4.5,0.9,0.6,1.6,0.48,0.0,0.618,0,0,0,0,0,0,0,0,0
Victor Oladipo,2013,2022,10,0,0,1,504,8503,2245.0,1970,805,230,16.9,4.5,3.9,1.6,0.5,0.436,0.347,0.788,0,0,0,1,2,1,0,0,0
Walter Devlin,1955,1957,3,1,0,0,210,1496,449.0,446,0,0,7.1,2.1,2.1,0.0,0.0,0.366,0.0,0.742,0,0,0,0,0,0,0,0,0
Jeff Cook,1979,1987,9,0,1,0,518,2734,2334.0,707,306,215,5.3,4.5,1.4,0.6,0.4,0.462,0.056,0.716,0,0,0,0,0,0,0,0,0
Mel Hutchins,1951,1957,7,1,0,0,437,4851,4186.0,1298,0,0,11.1,9.6,3.0,0.0,0.0,0.389,0.0,0.673,0,0,0,0,4,0,0,0,0
Trent Tucker,1982,1992,11,0,1,0,756,6236,1520.0,1532,679,88,8.2,2.0,2.0,0.9,0.1,0.461,0.408,0.754,1,0,0,0,0,0,0,0,0
Vernon Macklin,2011,2011,1,0,0,1,23,46,34.0,5,4,4,2.0,1.5,0.2,0.2,0.2,0.543,0.0,0.571,0,0,0,0,0,0,0,0,0
Scott Skiles,1986,1995,10,0,1,0,600,6652,1526.0,3881,500,29,11.1,2.5,6.5,0.8,0.0,0.435,0.379,0.889,0,0,0,0,0,0,0,0,0
Greg Monroe,2010,2021,12,0,0,1,646,8402,5293.0,1376,680,373,13.0,8.2,2.1,1.1,0.6,0.514,0.059,0.703,0,0,0,0,0,0,0,0,0
Steve Henson,1990,1998,9,0,1,0,238,739,176.0,465,88,2,3.1,0.7,2.0,0.4,0.0,0.403,0.432,0.869,0,0,0,0,0,0,0,0,0
Cedric Bozeman,2006,2006,1,0,0,1,23,26,23.0,9,5,2,1.1,1.0,0.4,0.2,0.1,0.282,0.154,0.333,0,0,0,0,0,0,0,0,0
Zigmund Mihalik,1946,1946,1,1,0,0,7,6,,0,0,0,0.9,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0,0,0,0,0,0,0,0,0
John Brown,1973,1979,7,1,0,0,486,3614,2126.0,703,0,0,7.4,4.4,1.4,0.0,0.0,0.452,0.0,0.783,0,0,0,0,0,0,0,0,0
James Owens,1949,1951,3,1,0,0,90,470,102.0,137,0,0,5.2,1.1,1.5,0.0,0.0,0.313,0.0,0.614,0,0,0,0,0,0,0,0,0
Bill Walton,1974,1986,13,1,0,0,468,6215,4923.0,1590,0,0,13.3,10.5,3.4,0.0,0.0,0.521,0.0,0.66,2,1,1,2,2,2,0,0,1
Guillermo Diaz,2007,2007,1,0,0,1,6,5,2.0,1,0,0,0.8,0.3,0.2,0.0,0.0,0.25,0.0,0.6,0,0,0,0,0,0,0,0,0
Brian Rowsom,1987,1989,3,0,1,0,82,457,273.0,47,29,23,5.6,3.3,0.6,0.4,0.3,0.455,0.667,0.818,0,0,0,0,0,0,0,0,0
Dave Corzine,1978,1990,13,1,0,0,891,7615,5262.0,1477,0,0,8.5,5.9,1.7,0.0,0.0,0.484,0.0,0.747,0,0,0,0,0,0,0,0,0
Ron Carter,1978,1979,2,1,0,0,59,176,64.0,34,0,0,3.0,1.1,0.6,0.0,0.0,0.429,0.0,0.623,0,0,0,0,0,0,0,0,0
Nigel Williams-Goss,2019,2019,1,0,0,1,10,14,6.0,6,3,1,1.4,0.6,0.6,0.3,0.1,0.312,0.286,1.0,0,0,0,0,0,0,0,0,0
Tyler Davis,2018,2018,1,0,0,1,1,0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
Bobby Phills,1991,1999,9,0,1,0,467,5153,1469.0,1246,592,139,11.0,3.1,2.7,1.3,0.3,0.443,0.39,0.738,0,0,0,0,0,1,0,0,0
Cliff Anderson,1967,1970,4,1,0,0,81,247,103.0,68,0,0,3.0,1.3,0.8,0.0,0.0,0.351,0.0,0.593,0,0,0,0,0,0,0,0,0
Sam Ranzino,1951,1951,1,1,0,0,39,86,39.0,25,0,0,2.2,1.0,0.6,0.0,0.0,0.333,0.0,0.703,0,0,0,0,0,0,0,0,0
Dave Popson,1988,1991,4,0,1,0,41,76,46.0,13,4,6,1.9,1.1,0.3,0.1,0.1,0.405,0.0,0.75,0,0,0,0,0,0,0,0,0
Avery Bradley,2010,2021,12,0,0,1,660,7279,1863.0,1105,655,128,11.0,2.8,1.7,1.0,0.2,0.434,0.365,0.783,0,0,0,0,0,2,0,0,0
Tyrus Thomas,2006,2014,9,0,0,1,402,3093,1938.0,347,328,525,7.7,4.8,0.9,0.8,1.3,0.438,0.235,0.732,0,0,0,0,0,0,0,0,0
Don Otten,1949,1952,4,1,0,0,219,2294,928.0,297,0,0,10.5,4.2,1.4,0.0,0.0,0.357,0.0,0.761,0,0,0,0,0,0,0,0,0
Frank Mason III,2017,2020,4,0,0,1,103,695,204.0,272,55,15,6.7,2.0,2.6,0.5,0.1,0.396,0.301,0.755,0,0,0,0,0,0,0,0,0
Ryan Gomes,2005,2013,9,0,0,1,487,4926,2239.0,712,351,78,10.1,4.6,1.5,0.7,0.2,0.445,0.349,0.799,0,0,0,0,0,0,0,0,0
Phil Ford,1978,1984,7,1,0,0,482,5594,854.0,3083,0,0,11.6,1.8,6.4,0.0,0.0,0.467,0.0,0.82,0,0,0,1,0,0,1,0,0
Jordan Bell,2017,2021,5,0,0,1,161,593,497.0,201,62,122,3.7,3.1,1.2,0.4,0.8,0.552,0.2,0.636,1,0,0,0,0,0,0,0,0
Chris Robinson,1996,1997,2,0,1,0,76,350,117.0,104,47,13,4.6,1.5,1.4,0.6,0.2,0.376,0.374,0.571,0,0,0,0,0,0,0,0,0
Herm Klotz,1947,1947,1,1,0,0,11,15,,7,0,0,1.4,0.0,0.6,0.0,0.0,0.226,0.0,0.333,1,0,0,0,0,0,0,0,0
Reggie Jordan,1993,1999,7,0,1,0,186,500,343.0,190,92,31,2.7,1.8,1.0,0.5,0.2,0.433,0.333,0.585,0,0,0,0,0,0,0,0,0
Kevin Restani,1974,1981,8,1,0,0,550,3386,2206.0,747,0,0,6.2,4.0,1.4,0.0,0.0,0.486,0.0,0.717,0,0,0,0,0,0,0,0,0
Justin Williams,2006,2007,2,0,0,1,49,165,164.0,2,10,21,3.4,3.3,0.0,0.2,0.4,0.573,0.0,0.348,0,0,0,0,0,0,0,0,0
Dan Kraus,1948,1948,1,1,0,0,13,21,,7,0,0,1.6,0.0,0.5,0.0,0.0,0.143,0.0,0.458,0,0,0,0,0,0,0,0,0
DJ White,2008,2013,6,0,0,1,138,810,437.0,80,39,57,5.9,3.2,0.6,0.3,0.4,0.507,0.333,0.72,0,0,0,0,0,0,0,0,0
Juwan Howard,1994,2012,19,0,1,0,1208,16159,7428.0,2663,818,312,13.4,6.1,2.2,0.7,0.3,0.469,0.12,0.764,2,0,0,1,1,0,0,0,0
Ernie Beck,1953,1960,8,1,0,0,371,2325,1191.0,669,0,0,6.3,3.2,1.8,0.0,0.0,0.383,0.0,0.762,1,0,0,0,0,0,0,0,0
Jackie Dinkins,1971,1971,1,1,0,0,18,45,20.0,7,0,0,2.5,1.1,0.4,0.0,0.0,0.415,0.0,0.55,0,0,0,0,0,0,0,0,0
Kostas Papanikolaou,2014,2015,2,0,0,1,69,249,158.0,101,42,18,3.6,2.3,1.5,0.6,0.3,0.354,0.297,0.688,0,0,0,0,0,0,0,0,0
Jared Jeffries,2002,2012,11,0,0,1,629,3003,2563.0,798,435,323,4.8,4.1,1.3,0.7,0.5,0.426,0.25,0.583,0,0,0,0,0,0,0,0,0
Donald Royal,1989,1997,9,0,1,0,504,3161,1431.0,500,247,99,6.3,2.8,1.0,0.5,0.2,0.473,0.0,0.77,0,0,0,0,0,0,0,0,0
Don Savage,1951,1956,6,1,0,0,17,54,31.0,14,0,0,3.2,1.8,0.8,0.0,0.0,0.242,0.0,0.686,0,0,0,0,0,0,0,0,0
Ron Davis,1976,1981,6,1,0,0,78,417,139.0,53,0,0,5.3,1.8,0.7,0.0,0.0,0.42,0.0,0.571,0,0,0,0,0,0,0,0,0
Robert Whaley,2005,2005,1,0,0,1,23,49,43.0,17,7,8,2.1,1.9,0.7,0.3,0.3,0.404,0.0,0.5,0,0,0,0,0,0,0,0,0
Keifer Sykes,2021,2021,1,0,0,1,32,180,45.0,62,12,4,5.6,1.4,1.9,0.4,0.1,0.363,0.3,0.882,0,0,0,0,0,0,0,0,0
Jarron Cumberland,2021,2021,1,0,0,1,3,2,3.0,1,0,0,0.7,1.0,0.3,0.0,0.0,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0
Lamond Murray,1994,2005,12,0,1,0,736,8286,3033.0,978,684,319,11.3,4.1,1.3,0.9,0.4,0.43,0.36,0.759,0,0,0,0,0,0,0,0,0
Guy Morgan,1982,1982,1,0,1,0,8,15,17.0,7,2,0,1.9,2.1,0.9,0.2,0.0,0.292,0.0,0.25,0,0,0,0,0,0,0,0,0
Jason Collins,2001,2013,13,0,0,1,735,2621,2706.0,626,368,359,3.6,3.7,0.9,0.5,0.5,0.411,0.206,0.647,0,0,0,0,0,0,0,0,0
Sam Bowie,1984,1994,11,0,1,0,511,5564,3845.0,1075,263,909,10.9,7.5,2.1,0.5,1.8,0.452,0.302,0.748,0,0,0,0,0,0,0,0,0
Chad Kinch,1980,1980,1,0,1,0,41,118,33.0,45,11,6,2.9,0.8,1.1,0.3,0.1,0.369,0.0,0.778,0,0,0,0,0,0,0,0,0
Sam Dekker,2015,2021,7,0,0,1,201,1094,607.0,160,101,37,5.4,3.0,0.8,0.5,0.2,0.478,0.288,0.606,0,0,0,0,0,0,0,0,0
Dyron Nix,1989,1989,1,0,1,0,20,39,26.0,5,3,1,2.0,1.3,0.2,0.2,0.0,0.359,0.0,0.688,0,0,0,0,0,0,0,0,0
Mark Olberding,1976,1986,11,1,0,0,865,8145,4503.0,2190,0,0,9.4,5.2,2.5,0.0,0.0,0.491,0.0,0.811,0,0,0,0,0,0,0,0,0
Eldo Garrett,1969,1973,5,1,0,0,339,3475,1004.0,849,0,0,10.3,3.0,2.5,0.0,0.0,0.423,0.0,0.863,0,0,0,0,0,0,0,0,0
Al Eberhard,1974,1977,4,1,0,0,220,1490,760.0,175,0,0,6.8,3.5,0.8,0.0,0.0,0.433,0.0,0.797,0,0,0,0,0,0,0,0,0
Kevin Garnett,1995,2015,21,0,1,0,1462,26071,14662.0,5445,1859,2037,17.8,10.0,3.7,1.3,1.4,0.497,0.275,0.789,1,0,1,9,15,12,0,1,1
Dairis Bertans,2018,2018,1,0,0,1,12,34,9.0,10,1,0,2.8,0.8,0.8,0.1,0.0,0.255,0.294,0.0,0,0,0,0,0,0,0,0,0
Latrell Sprewell,1992,2004,13,0,1,0,913,16712,3724.0,3664,1294,399,18.3,4.1,4.0,1.4,0.4,0.425,0.337,0.804,0,0,0,1,4,1,0,0,0
Bill Dinwiddie,1967,1971,5,1,0,0,220,974,720.0,129,0,0,4.4,3.3,0.6,0.0,0.0,0.369,0.0,0.61,0,0,0,0,0,0,0,0,0
Kirk Snyder,2004,2007,4,0,0,1,211,1333,491.0,241,86,69,6.3,2.3,1.1,0.4,0.3,0.438,0.327,0.699,0,0,0,0,0,0,0,0,0
Aaron Jackson,2017,2017,1,0,0,1,1,8,3.0,1,0,0,8.0,3.0,1.0,0.0,0.0,0.333,0.25,0.5,0,0,0,0,0,0,0,0,0
Art Stolkey,1946,1946,1,1,0,0,23,102,,38,0,0,4.4,0.0,1.7,0.0,0.0,0.22,0.0,0.682,0,0,0,0,0,0,0,0,0
Lester Conner,1982,1994,13,0,1,0,687,4337,1861.0,2669,1085,64,6.3,2.7,3.9,1.6,0.1,0.453,0.202,0.753,0,0,0,0,0,0,0,0,0
Mitch Kupchak,1976,1985,10,1,0,0,510,5202,2730.0,377,0,0,10.2,5.4,0.7,0.0,0.0,0.523,0.0,0.704,2,0,0,0,0,0,0,0,0
Jay Carty,1968,1968,1,1,0,0,28,76,58.0,11,0,0,2.7,2.1,0.4,0.0,0.0,0.382,0.0,0.727,0,0,0,0,0,0,0,0,0
Danny Granger,2005,2014,10,0,0,1,586,9855,2888.0,1097,561,481,16.8,4.9,1.9,1.0,0.8,0.434,0.38,0.848,0,0,0,0,1,0,0,0,0
Jerry Fleishman,1946,1952,7,1,0,0,262,1512,152.0,429,0,0,5.8,0.6,1.6,0.0,0.0,0.277,0.0,0.638,1,0,0,0,0,0,0,0,0
Joe Colone,1948,1948,1,1,0,0,15,83,,9,0,0,5.5,0.0,0.6,0.0,0.0,0.31,0.0,0.684,0,0,0,0,0,0,0,0,0
Mike Dunleavy,2002,2016,15,0,0,1,986,11048,4211.0,2185,719,324,11.2,4.3,2.2,0.7,0.3,0.441,0.377,0.803,0,0,0,0,0,0,0,0,0
